Product_Name,Product_Price,Product_MRP_Price,Ratings,Review_Count,Screen Resolution,Screen_Size,Brand_Name,Refresh_Rate,Monitor_Category,Model_Number
"Dell-S2522HG (62.23 cm) FHD Gaming Monitor 1920 x 1080 at 240Hz, IPS Panel,Built-in Devices USB 3.2 Gen 1 hub, Brightness 400 cd/m², 99% sRGB, 16.7M Colors, Comfortview Technology, 3 Year Warranty","27,799","M.R.P: ₹32,104₹32,104",4.5 out of 5 stars,691,Display Resolution Maximum 1920 X 1080 (FHD) Pixels,Screen Size 24.5 Inches,Brand Dell,Refresh Rate 240,"Generic Name DELL 25"" MONITOR",Item model number S2522HG
"BenQ ZOWIE XL2411K 24""(61cm)Premium Esports Grade TN Panel Monitor with Height Adjustment-Full HD,144Hz, 1ms,320nits,DyAc,Black eQualizer,Color Vibrance,XL Setting to Share,HDMI,DP,Matte Finish(Gray)","19,299","M.R.P: ₹32,000₹32,000",4.5 out of 5 stars,"3,025",Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 24 Inches,Brand BenQ,Refresh Rate 144 Hz,Generic Name Monitor,Item model number XL2411K
"Dell 24"" (60.45 cm) UltraSharp Monitor-U2424H, Resolution 1920 x 1080 at 120 Hz, IPS-Panel, Response Time- 5ms Fast, HDMI, 2X DisplayPort 1.4, 2 x USB Type-C 3.2 Gen 2, 3 x USB Type-A","20,490","M.R.P: ₹29,999₹29,999",4.5 out of 5 stars,2,Display Resolution Maximum 1920 x 1080,Screen Size 23.8 Inches,Brand Dell,Refresh Rate 120,"Generic Name 24"" Monitor",Item model number U2424H
"LG 22Mk600M 22 Inch (55Cm) LCD Full Hd 1920 X 1080 Pixels Slim IPS Panel Monitor, Hdmi X 2 & Vga Port, 75 Hz, AMD Freesync, Color Calibrated (Black)",Does not exist,Does not exist,4.2 out of 5 stars,274,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 54.6 Centimetres,Brand LG,Refresh Rate 75 Hz,Generic Name PC Monitor,Item model number 22MK600M-B.BTR
JIN OFFICE Triple LCD Monitor Stand With 13-27 Inch Monitor Support| 8 Kg Weight Capacity Per Arm | Height Adjustable Three Monitor Arm| Fully Adjustable 3 Monitor Stand (Clamp Installation),"6,155","M.R.P: ₹10,594₹10,594",4.4 out of 5 stars,55,None,Screen Size 27 Inches,Brand JIN OFFICE,Refresh Rate 144 Hz,Generic Name THREE MONITOR STAND,Item model number JMS70-C36
"(Refurbished) Lenovo Q-Series 23.8 Inch (60.5Cm) Fhd Ips Monitor | 2X3W Speakers, 75Hz, Amd Freesync, Hd, Black","10,900","M.R.P.: ₹20,890₹20,890",4.4 out of 5 stars,11,Display Resolution Maximum 1920x1080,Screen Size 23.8 Inches,Brand Lenovo,Refresh Rate 75 Hz,Generic Name monitor,Item model number 66EEGAC3IN-cr
"Acer cm 54.61 cm (21.5 inch) LED Backlit Computer Monitor I IPS Full HD I Zero Frame Design I VGA, HDMI Port I Eye Care Features and Built-in Stereo Speakers ET221Q (Black)","9,930","M.R.P: ₹19,999₹19,999",4.3 out of 5 stars,"1,131",Display Resolution Maximum 1920x1080,Screen Size 21.5 Inches,Brand Acer,Refresh Rate 60 Hz,Generic Name Monitor,Item model number ET221Q
"Consistent Led Monitor (CTM 2001) 48.26Cm Wide Display with Hdmi, Black","3,876","M.R.P: ₹8,200₹8,200",3.0 out of 5 stars,152,Display Resolution Maximum 1440x900 Pixels,Screen Size 48.26 Centimetres,Brand Consistent,Refresh Rate 60 Hz,Generic Name monitor,Item model number 2001
"BenQ MOBIUZ EX270M 27""(68cm) HDR IPS 240Hz Gaming Monitor with Height Adjustment- FHD,99% sRGB,1ms MPRT,400nits,AMD FreeSync Premium,Black Equalizer,treVolo Speakers,HDMI,DP,USB 3.0Hub(Metallic Grey)","28,500","M.R.P: ₹42,500₹42,500",3.9 out of 5 stars,28,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 27,Brand BenQ,Refresh Rate 240 Hz,Generic Name Monitor,Item model number EX270M
"iVOOMi Monitor 24 Inch IV-L1901HDF LED 1920 x 1080 Pixel, Black","4,480","M.R.P: ₹12,999₹12,999",2.1 out of 5 stars,3,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 24 Inches,Brand iVOOMi,Refresh Rate 60 Hz,Generic Name Monitor,Item model number IV-L1901HDF
"Acer ED270R 27 Inch (68.58 Cm) 1920 X 1080 Pixels Full Hd 1500 R Curved Gaming LCD Monitor with LED Back Light Technology I 165Hz Refresh Rate I AMD Freesync I 2 X Hdmi 1 X Display Port, Black",Does not exist,Does not exist,4.2 out of 5 stars,190,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 27 Inches,Brand Acer,Refresh Rate 165 Hz,Generic Name Monitor,Item model number UM.HE0SS.P01
"Samsung 28-inch(70.9cm) 4K UHD IPS Gaming IPS, 144 Hz, 1ms, Flat Monitor, Smart TV, Height Adjustable Stand, Bezel-Less, HDR400, G-Sync Compatible (LS28BG702EWXXL, Black)","52,599","M.R.P: ₹75,000₹75,000",3.9 out of 5 stars,14,Display Resolution Maximum 3840 x 2160 Pixels,Screen Size 28 Inches,Brand Samsung,Refresh Rate 144 Hz,Generic Name Monitor,Item model number LS28BG702EWXXL
"Lenovo D-Series 54.61 Cm(22 Inch) Fhd Va 3-Side Nearedgeless OLED Monitor|16.7 Mn Colors,3000:1 Contrast Ratio,75Hz,4Ms,AMD Freesync,Hdmi,Vesa Wall Mount,Tuv Eye Comfort&Low Blue Light-D22E-20",Does not exist,Does not exist,4.4 out of 5 stars,154,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 21.45 Inches,Brand Lenovo,Refresh Rate 75 Hz,Generic Name Monitor,Item model number D22e-20
(Refurbished) Acer SA222Q 21.5 Inch Full HD IPS Ultra Slim (7.2mm Thick) Backlight LED LCD Monitor I Zero Frame I 100Hz Refresh I 1 MS VRB I AMD Free Sync I 1xHDMI 1xVGA I Eye Care Features I Tilt Option I White,"5,487","M.R.P.: ₹10,000₹10,000",3.0 out of 5 stars,4,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 21.5 Inches,Brand Acer,Refresh Rate 100 Hz,Generic Name Monitor,Item model number UM.WS2SI.E01-cr
"Philips 271V8/94 27""(68.58 cm) 1920 x 1080 Pixels IPS Panel Smart Image LCD Monitor with LED Backlight, VGA & HDMI Connectivity, FHD, 4ms Response time, 75Hz Refresh Rate, Flicker Free, Black","9,600","M.R.P: ₹22,990₹22,990",4.3 out of 5 stars,691,Display Resolution Maximum 1920 x 1080 (Full HD),Screen Size 27 Inches,Brand Philips Monitors,Refresh Rate 75,Generic Name Monitor,Item model number 271V8/94
"BenQ GW2490 23.8” 1080p FHD IPS Monitor, 100Hz,99%sRGB,Eye-careU,Dual HDMI,Display Port,Bezel-less,Eyesafe,VESA MediaSync, Brightness Intelligence,Low Blue Light+, Speakers,VESA Wall mountable(Black)","8,698","M.R.P: ₹13,990₹13,990",4.4 out of 5 stars,"21,285",Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 23.8 Inches,Brand BenQ,Refresh Rate 100 Hz,Generic Name Monitor,Item model number GW2490
"Philips 276E8VJSB 27""(68.5cm) 3840 x 2160 Pixels 4K UHD IPS LED Computer Monitor, 1 Billion+ Colors, Ultra Narrow Borders, Low Blue, Multi-View, (Black, Gunmetal, 276E8VJSB/94)","21,000","M.R.P: ₹53,990₹53,990",4.1 out of 5 stars,76,Display Resolution Maximum 3840 x 2160 Pixels,Screen Size 27 Inches,Brand Philips Monitors,Refresh Rate 60 Hz,Generic Name Monitor,Item model number 276E8VJSB/94
"Lenovo C19-10 18.5 (46.99 cms) HD (1366 x 768) Pixels 200 Nits WLED Backlit Monitor, TN Panel, VGA and HDMI Ports, VESA Mount, 72% Color Gamut, TÜV Low Blue Light Certified, (66A0KAC6IN)- Black",Does not exist,Does not exist,3.7 out of 5 stars,4,Display Resolution Maximum 1366 x 768 Pixels,Screen Size 18.5 Inches,Brand Lenovo,Refresh Rate 60 Hz,Generic Name Monitor,Item model number Lenovo C19-10
"Lenovo Thinkvision M14T, 14 Inch (35.56 Cms) Fhd IPS 1920 x 1080 Pixelstouchscreen 300 Nits Monitor,Led, USB Port, 60Hz Refresh Rate, Active Pen with Battery, Tilt, Height Adjust Stand (Raven Black)",Does not exist,Does not exist,4.0 out of 5 stars,69,Display Resolution Maximum 1920X1080,Screen Size 14 Inches,Brand Lenovo,Refresh Rate 60 Hz,Generic Name Monitor,Item model number 62A3UAR1WW
"Samsung 27-Inch(68.6cm) UHD Monitor, IPS Panel, USB Type-C, HDR 400, DCI-P3 98%, Matte Display, Borderless Design, Height Adjustable, Eye Comfort, Energy Saving (LS27B800PXWXXL, Black)","36,999","M.R.P: ₹70,000₹70,000",4.4 out of 5 stars,2,"Display Resolution Maximum 3,840 x 2,160 Pixels",Screen Size 27 Inches,Brand Samsung,Refresh Rate 60 Hz,Generic Name MONITOR,Item model number LS27B800PXWXXL
"AOC E2070Swhn 19.5 Inch Hd 1600X900 LED Monitor, 5Ms, Hdmi/Vga, Vesa, Epeat Silver, Energystar","5,145","M.R.P: ₹11,290₹11,290",4.0 out of 5 stars,364,Display Resolution Maximum 1600x900,Screen Size 19.5 Inches,Brand AOC,Refresh Rate 60 Hz,Generic Name monitor,Item model number E2070SWHN
"Dell Ultrasharp 32 4K Usb-C Hub Monitor - U3223Qe, LCD, 31.5 In","68,500","M.R.P: ₹89,999₹89,999",4.5 out of 5 stars,186,Display Resolution Maximum 3840 x 2160 Pixels,Screen Size 31.5 Inches,Brand Dell,Refresh Rate 60 Hz,Generic Name monitor,Item model number DELL-U3223QE
"Zebion 22 Inch Full Hd Frameless Monitor Crista Series, Ips Panel, 1920X1080P Max Resolution, Vga, Hdmi, Wall Mountable, Fast Response Time, 3 Years Warranty, Black","5,549","M.R.P: ₹15,499₹15,499",1.0 out of 5 stars,1,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 22 Inches,Brand Zebion,Refresh Rate 60 Hz,Generic Name monitor,None
"AOC 24B2XHM 60.45 cm (23.8"") LED 1920 x 1080 Pixels Ultra Slim Monitor with 3 Sided Frameless Design, VA Panel, HDMI/VGA Port, Full HD, 6 ms Response Time, 75Hz Refresh Rate, VESA Mount, Black","7,300","M.R.P: ₹15,999₹15,999",4.1 out of 5 stars,9,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 24 Inches,Brand AOC,Refresh Rate 75 Hz,Generic Name Monitor,Item model number 24B2XHM
"Acer DA430 43 Inch Smart Full HD IPS Panel LCD Monitor with LED Backlight I Streaming TV, Netflix, YouTube I Media Playback I Wireless Mirroring I Bluetooth 5.0 I HDR 10 I Desktop Mode I Remote","22,330","M.R.P: ₹27,500₹27,500",3.2 out of 5 stars,15,None,None,None,None,Generic Name Smart Monitor,Item model number UM.MD0SI.001
"Philips 193V5Lhsb2/94, 18.5 Inch (46.99 Cm) 1366 X 768 Pixels Smart Control Monitor with Tft/LCD Displayvga/Hdmi Port, 5 Ms Response Time,Full Hd, Free Sync, 60Hz Refresh Rate, Flicker Free, Black","4,950","M.R.P: ₹10,490₹10,490",3.7 out of 5 stars,62,Display Resolution Maximum 1366 x 768 (HD Ready),Screen Size 18.5 Inches,Brand Philips Monitors,Refresh Rate 60,Generic Name Monitor,Item model number 193V5LHSB2/94
"Dell-S2722QCm, 27""(68.58 cm) 4K 3840x2160 at 60Hz, IPS- Panel, Built-in Devices USB-C Hub, Built-in Dual Speakers (3w), Brightness 350 cd/m², ColourSupport 16.07m, ResponseTime, 4 ms (G-To-GG Extream)","30,010","M.R.P: ₹46,624₹46,624",1.0 out of 5 stars,1,Display Resolution Maximum 3840 x 2160,Screen Size 27,Brand Dell,Refresh Rate 60,Generic Name USB-Hub Monitor,Item model number S2722QCm
"Acer AOPEN 16PM6QT 15.6 inch (39.62 cm) Full HD Portable IPS Touch LCD Monitor with LED Back Light (USB Type-C & 1 x Mini HDMI Port), Anti Microbial Coating, Zero Frame, Intergrated Speakers, Black",Does not exist,Does not exist,4.7 out of 5 stars,11,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 15.6 Inches,Brand Acer,Refresh Rate 60 Hz,Generic Name Monitor,Item model number UM.ZP6SI.002
"BenQ PD2500Q 25""(63cm) 2K QHD IPS DesignVue Color Accurate Monitor 100% Rec 709,100% sRGB,Pantone Validated,Calman Verified,DeltaE<3,CAD/CAM & Animation Mode,Daisy Chain, HDMI,DP,USB,Auto Pivot,Black","24,990","M.R.P: ₹29,990₹29,990",4.5 out of 5 stars,926,Display Resolution Maximum 2560 x 1440 Pixels,Screen Size 25 Inches,Brand BenQ,Refresh Rate 60 Hz,Generic Name Monitor,Item model number PD2500Q
"Philips 2560 x 1440 Pixels 32 inches LCD Monitor with LED Back Lights, with Quad HD Picture Quality 1.07 Billion Colors, Black (325E8/94)","20,160","M.R.P: ₹41,990₹41,990",3.5 out of 5 stars,21,Display Resolution Maximum 2560 x 1440 Pixels,Screen Size 31.5 Inches,Brand Philips Monitors,Refresh Rate 75 Hz,Generic Name Monitor,Item model number 325E8/94
"ZEBRONICS A24FHD LED Monitor, 24 inch (60.96cm), 250 nits, 75Hz, Slim Design, FHD, 1080p, Wall Mountable, HDMI, VGA, Ultra Slim Bezel, Metal Stand, Built-in Speakers","6,999","M.R.P: ₹24,999₹24,999",3.8 out of 5 stars,"1,648",Display Resolution Maximum 1920 X 1080 (FHD) Pixels,Screen Size 60.4 Centimetres,Brand ZEBRONICS,Refresh Rate 75 Hz,"Generic Name Zebronics ZEB-A24FHD Ultra slim LED monitor with 60.4cm (24”) wide screen, Full HD 1920x1080, 75Hz refresh rate, HDMI, VGA, 250cd/m² brightness, Built in speaker and wall mountable design",Item model number ZEB-A24FHD
"ZEBRONICS Zeb-V16HD LED Monitor with15.4 with Supporting HDMI, has VGA Input, HD 1280 x 800 Pixels, Glossy Panel, Slim Feature and Wall mountable.","2,499","M.R.P: ₹4,999₹4,999",3.6 out of 5 stars,"3,277",Display Resolution Maximum 1280 X 800 (HD) Pixels,Screen Size 39.1 Centimetres,Brand ZEBRONICS,Refresh Rate 60 Hz,"Generic Name Zebronics Zeb-V16HD LED Monitor with15.4 with Supporting HDMI, has VGA Input, HD 1280 x 800, Glossy Panel, Slim Feature and Wall mountable.",Item model number ZEB-V16HD LED
"LG Ultragear 24Gl600F 24 Inch (60.96 Cm) Lcd 1920 X 1080 Pixels 144Hz, Native 1Ms Full Hd Gaming Monitor With Radeon Freesync - Tn Panel With Display Port, Hdmi, Headphone Out (Black)",Does not exist,Does not exist,4.3 out of 5 stars,"1,547",Display Resolution Maximum 1920 x 1080 (Full HD),Screen Size 23.6 Inches,Brand LG,Refresh Rate 144,Generic Name PC Monitor,Item model number 24GL600F-B.ATR
"LG - 27Mk600, 27 Inch (68.58 Cm) 1920 X 1080 Pixels, Borderless Full Hd Color Calibrated IPS Monitor (White)","12,400","M.R.P: ₹20,000₹20,000",4.2 out of 5 stars,97,Display Resolution Maximum 1920 x 1080 (Full HD),Screen Size 23.6 Inches,Brand LG,Refresh Rate 75,Generic Name PC Monitor,Item model number 27MK600
"Dell-P2424HT, 24"" (60.96 cm), 1920 x 1080@60 Hz, IPS-Panel, Aspect Ratio 16:9, Response Time 5 ms (fast), HDMI, 1 x DP Port, 1 x USB-C, 2 x USB 3.2, 1 x USB-C 3.2, 1 x USB 3.2, LAN (RJ-45), Audio-out.","35,500","M.R.P: ₹59,860₹59,860",5.0 out of 5 stars,2,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 60,Brand Dell,Refresh Rate 60 Hz,Generic Name Monitor,Item model number DELL-P2424HT
"Zebion 16 (15.1) inch HD2 LED Monitor with HDMI& VGA Input, Max Resolution 1024 X 786, 17 Million Colors, Durable Body, 1 Year Warranty","2,280","M.R.P: ₹2,999₹2,999",3.3 out of 5 stars,3,None,Screen Size 15.6 Inches,Brand Zebion,Refresh Rate 60 Hz,Generic Name monitor,None
"Acer LED Backlit Computer LCD Monitor with VGA and HDMI Ports - K202HQL (Black, 1366 x 768 Pixels, 49.39 cm)","5,490","M.R.P: ₹12,999₹12,999",3.8 out of 5 stars,240,Display Resolution Maximum 1366 x 768 Pixels,Screen Size 19.5 Inches,Brand Acer,Refresh Rate 60,Generic Name Monitor,Item model number K202HQL
"Samsung 32-inch(80cm) 3840 x 2160 Pixels 4K UHD, Flat Monitor, Bezel Less Design, 1 Billion Colors, HDR10, FSC-Certified, Intelligent Eye Care (LS32A700NWWXXL, Black)","30,299","M.R.P: ₹48,000₹48,000",3.4 out of 5 stars,4,"Display Resolution Maximum 3,840 x 2,160 Pixels",Screen Size 32 Inches,Brand Samsung,Refresh Rate 60 Hz,Generic Name Monitor,Item model number LS32A700NWWXXL
"LG 49 Inch Ultrawide Dual Qhd Nano 144Hz IPS Curved Monitor(5120X1440) Expanded Workstation,Vesa Displayhdr 400,USB Type-C,Dual Controller,Nvidia G-Sync,AMD Freesync Premium Pro-49Wq95C-W,White",Does not exist,Does not exist,3.7 out of 5 stars,8,Display Resolution Maximum 5120 x 1440 Pixels,Screen Size 49 Inches,Brand LG,Refresh Rate 144 Hz,Generic Name Monitor,Item model number 49WQ95C-W.ATR
"ASUS - Vg258Qr, 24.5-Inch (62.23 Cm) Full Hd 1920 x 1080 Pixels, Nvidia G-Sync Compatible Esports Gaming LCD Monitor, 0.5Ms, Up to 165 Hz, Dp, Hdmi, Low Blue Light, Flicker Free (Black)","22,999","M.R.P: ₹29,999₹29,999",4.3 out of 5 stars,"2,176",Display Resolution Maximum 1920x1080,Screen Size 62.23 Centimetres,Brand ASUS,Refresh Rate 165,Generic Name Monitor,Item model number 90LM0453-B01370
"Dell 34.14"" (86.71 cm) UltraSharp Curved USB-C Hub Monitor-U3423WE, WQHD 3440 x 1440 at 60 Hz, HDMI x2, DisplayPort, Type-C USB 3.2 Gen2 x 2, Audio line-Out, 2 x USB 3.2 Gen2 Type-A, 2 xSpeakers (5w)","69,999","M.R.P: ₹1,77,715₹1,77,715",4.8 out of 5 stars,5,Display Resolution Maximum 3440 x 1440,Screen Size 34 Inches,Brand Dell,Refresh Rate 60,"Generic Name 34"" Monitor",Item model number DELL-U3423WE
"AOC G2490Vx 24 Inch (60.45 Cm) Borderless Gaming Led Monitor with Full Hd 1920 X 1080 Pixels, 1Ms Response Time, 144Hz Refresh Rate, Freesync Premium, Black","9,400","M.R.P: ₹21,990₹21,990",4.2 out of 5 stars,63,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 24 Inches,Brand AOC,Refresh Rate 144 Hz,Generic Name Gaming Monitor,Item model number G2490VX
Acer B227Q 21.5 inches IPS LED Full HD 1920 x 1080 Pixels Monitor - Inbuilt HD Web CAM with MIC Height Adjustment Pivot - 2W X 2 Speakers with Eye Care Features & Suitable for Work from Home (Black),"18,499","M.R.P: ₹25,499₹25,499",4.3 out of 5 stars,565,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 21.5 Inches,Brand Acer,Refresh Rate 75,Generic Name Monitor,Item model number UM.WB7EE.001
"Dell -E2423H (60.96 Cm) 24"" Full Hd LCD Monitor 1920X1080 at 75 Hz, Va Panel, 16:9 Aspect Ratio, 5Ms (Fast), Anti-Glare, 3 Year Warranty, Grey","10,800","M.R.P: ₹30,759₹30,759",4.4 out of 5 stars,20,Display Resolution Maximum 1920 x 1080,Screen Size 23.8 Inches,Brand Dell,Refresh Rate 75,"Generic Name 24"" E-SERIES",Item model number E2423H
"ZEBRONICS 22 inch 75Hz Monitor with FHD 1080p, Free sync Support, HDMI, VGA, 250 Nits max, 16.7M Colors, Built-in Speakers and Slim Bezel Less Design ZEB-S22A","6,399","M.R.P: ₹23,999₹23,999",4.2 out of 5 stars,296,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 21.5 Inches,Brand ZEBRONICS,Refresh Rate 75 Hz,"Generic Name Zebronics 22 inch 75Hz Monitor with FHD 1080p, Free sync support, HDMI, VGA, 250 Nits max, 16.7M colors, Built-in speakers and Slim Bezel less design ZEB-S22A",Item model number ZEB-S22A
"ZEBRONICS AC32FHD LED Curved 75Hz 80Cm (32"") (81.28 Cm) 1920x1080 Pixels FHD Resolution Monitor with HDMI + VGA Dual Input, Built-in Speaker, Max 250 Nits Brightness, Black","12,999","M.R.P: ₹29,999₹29,999",3.8 out of 5 stars,"1,633",Display Resolution Maximum 1920 X 1080 (FHD) Pixels,Screen Size 80 Centimetres,Brand ZEBRONICS,Refresh Rate 75 Hz,"Generic Name Zebronics AC32FHD LED Curved 75Hz 80cm (32"") 1920x1080 FHD resolution monitor with HDMI + VGA dual input, Built-in speaker, Wall mount facility, max 250 Nits brightness and Ultra slim bezel",Item model number ZEB-AC32FHD
"Philips 271V8/94 27""(68.58 cm) 1920 x 1080 Pixels IPS Panel Smart Image LCD Monitor with LED Backlight, VGA & HDMI Connectivity, FHD, 4ms Response time, 75Hz Refresh Rate, Flicker Free, Black","9,600","M.R.P: ₹22,990₹22,990",4.3 out of 5 stars,691,Display Resolution Maximum 1920 x 1080 (Full HD),Screen Size 27 Inches,Brand Philips Monitors,Refresh Rate 75,Generic Name Monitor,Item model number 271V8/94
"ZEBRONICS A27FHD LED Monitor, 27 inch (68.58cm), 250 nits, 75hz, Slim Design, FHD, 1080p, Wall Mountable, VGA, HDMI, Ultra Slim Bezel, Metal Stand, Built-in Speakers, Widescreen Monitor","9,599","M.R.P: ₹27,999₹27,999",3.8 out of 5 stars,"1,648",Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 68.5 Centimetres,Brand ZEBRONICS,Refresh Rate 75 Hz,"Generic Name Zebronics ZEB-A27FHD Ultra slim LED monitor with 68.5cm (27”) wide screen, Full HD 1920x1080, 75Hz refresh rate, HDMI, VGA, 250cd/m² brightness, Built in speaker and wall mountable design",Item model number ZEB-A27FHD
"BenQ GW2490 23.8” 1080p FHD IPS Monitor, 100Hz,99%sRGB,Eye-careU,Dual HDMI,Display Port,Bezel-less,Eyesafe,VESA MediaSync, Brightness Intelligence,Low Blue Light+, Speakers,VESA Wall mountable(Black)","8,698","M.R.P: ₹13,990₹13,990",4.4 out of 5 stars,"21,285",Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 23.8 Inches,Brand BenQ,Refresh Rate 100 Hz,Generic Name Monitor,Item model number GW2490
"BenQ PD2725U 27 Inch (69 cm) 4K Monitor for Mac/Designers, 3840 x 2160 Pixels UHD, IPS, HDR, AQCOLOR Technology, Factory-Calibrated, Thunderbolt 3, Hotkey Puck G2, ICCsync, KVM, Black","70,999","M.R.P: ₹1,12,000₹1,12,000",Does not exist,Does not exist,Display Resolution Maximum 3840 x 2160 Pixels,Screen Size 27 Inches,Brand BenQ,Refresh Rate 60 Hz,Generic Name Monitor,Item model number PD2725U
"ViewSonic 24 Inch Full HD 75Hz Office and Home Use Monitor with Dual Speaker, Eye-Care Technology Low Energy Consumption HDMI, VGA, 3.5 mm Audio Jack, Wall Mount, 104% sRGB - VA2406-MH","7,999","M.R.P: ₹12,000₹12,000",4.0 out of 5 stars,127,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 24 Inches,Brand ViewSonic,Refresh Rate 75 Hz,Generic Name Monitor,Item model number VA2406-MH
"Dell -E2222Hs, 5 Year Warranty, Height/Tilt Adjustable Stand, Built-in-Speakers, Full Hd 1920 X 1080 at 60Hz, Va Panel, Hdmi, LED, Dp, Vga Port.","8,450","M.R.P: ₹24,429₹24,429",4.1 out of 5 stars,15,Display Resolution Maximum 1920 x 1080,Screen Size 21.5 Inches,Brand Dell,Refresh Rate 60,Generic Name HD Monitor,Item model number E2222HS
"Dell 22"" (55.88 cm) USB-C Monitor-P2223HC, Resolution 1920 x 1080 at 60 Hz, IPS Panel, Built-in Devices-USB 3.2 Gen 1/USB-C hub, Response Time- 5ms Fast, HDMI, 2x DisplayPort, USB-C Port, USB 3.2 Gen1","14,399","M.R.P: ₹48,999₹48,999",3.9 out of 5 stars,15,Display Resolution Maximum 1920 x 1080,Screen Size 21.5 Inches,Brand Dell,Refresh Rate 60,"Generic Name 22"" Monitor",Item model number P2223HC
"ViewSonic Touch LCD Monitor TD2423 60.45 cm (23.8"") FHD 1080, IR 10 - Point Touch, 7H Hardness, 75Hz, Dual Speakers, Finger|Glove|Stylus Compatible, USB 2.0 (Type A x 2; Type B), HDMI, DVI, VGA, Black","26,450","M.R.P: ₹32,500₹32,500",4.2 out of 5 stars,33,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 24 Inches,Brand ViewSonic,Refresh Rate 60 Hz,Generic Name Monitor,Item model number TD2423
